gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awayteamodds,overtime,homescore,awayscore,homepenaltyscore,awaypenaltyscore
1,2008,8,29,,6,7,1.78,3.35,4.03,0,5,0,0,0
2,2008,8,30,,1,11,1.75,3.34,4.22,0,3,0,0,0
3,2008,8,31,,2,3,2.22,3.14,2.94,0,2,4,0,0
4,2008,8,31,,10,9,1.66,3.40,4.66,0,5,2,0,0
5,2008,9,12,,6,1,1.92,3.20,3.61,0,1,0,0,0
6,2008,9,13,,7,10,2.84,3.20,2.26,0,0,0,0,0
7,2008,9,14,,9,2,2.59,3.19,2.45,0,0,3,0,0
8,2008,9,14,,11,3,2.57,3.19,2.47,0,0,0,0,0
9,2008,9,19,,2,7,2.13,3.16,3.10,0,0,1,0,0
10,2008,9,20,,10,1,1.76,3.32,4.15,0,3,0,0,0
11,2008,9,21,,9,11,2.16,3.11,3.07,0,1,0,0,0
12,2008,9,26,,3,9,1.61,3.42,5.06,0,4,1,0,0
13,2008,9,27,,1,7,2.11,3.15,3.15,0,2,0,0,0
14,2008,9,28,,6,2,1.78,3.26,4.17,0,0,2,0,0
15,2008,9,28,,11,10,4.05,3.24,1.81,0,2,1,0,0
16,2008,10,3,,1,3,2.07,3.20,3.20,0,3,3,0,0
17,2008,10,4,,10,2,1.89,3.22,3.72,0,1,1,0,0
18,2008,10,4,,6,9,1.48,3.68,6.48,0,4,0,0,0
19,2008,10,6,,7,11,1.94,3.24,3.55,0,2,2,0,0
20,2008,10,17,,2,1,2.22,3.13,2.97,0,0,1,0,0
21,2008,10,18,,7,6,3.10,3.20,2.10,0,1,0,0,0
22,2008,10,19,,9,10,3.59,3.27,1.92,0,2,1,0,0
23,2008,10,19,,3,11,1.68,3.38,4.53,0,0,1,0,0
24,2008,10,24,,3,7,2.18,3.19,2.99,0,1,0,0,0
25,2008,10,25,,6,10,1.98,3.22,3.40,0,0,2,0,0
26,2008,10,26,,1,9,1.77,3.29,4.12,0,2,1,0,0
27,2008,10,26,,11,2,2.47,3.13,2.60,0,0,1,0,0
28,2008,10,31,,1,6,2.05,3.18,3.28,0,2,3,0,0
29,2008,11,1,,10,3,1.98,3.27,3.34,0,3,3,0,0
30,2008,11,2,,9,11,2.14,3.18,3.06,0,2,0,0,0
31,2008,11,2,,7,2,2.29,3.18,2.80,0,1,2,0,0
32,2008,11,7,,10,11,1.45,3.75,6.40,0,1,2,0,0
33,2008,11,8,,2,6,2.74,3.16,2.34,0,0,1,0,0
34,2008,11,9,,9,7,2.25,3.18,2.83,0,2,2,0,0
35,2008,11,15,,3,1,2.17,3.22,3.04,0,3,0,0,0
36,2008,11,21,,6,3,1.98,3.26,3.43,0,2,1,0,0
37,2008,11,22,,1,10,2.27,3.23,2.88,0,2,0,0,0
38,2008,11,23,,2,9,1.69,3.41,4.73,0,4,1,0,0
39,2008,11,23,,11,7,2.18,3.25,3.05,0,2,0,0,0
40,2008,11,28,,10,2,2.38,3.18,2.75,0,1,1,0,0
41,2008,11,28,,11,6,3.45,3.25,1.99,0,2,1,0,0
42,2008,11,29,,9,3,3.30,3.23,2.06,0,2,2,0,0
43,2008,11,30,,7,1,3.41,3.25,2.01,0,1,1,0,0
44,2008,12,5,,1,11,1.70,3.38,4.68,0,6,1,0,0
45,2008,12,6,,9,6,3.29,3.23,2.04,0,3,1,0,0
46,2008,12,6,,3,2,2.39,3.21,2.66,0,1,1,0,0
47,2008,12,7,,7,10,2.46,3.14,2.61,0,1,2,0,0
48,2008,12,13,,3,10,2.28,3.21,2.83,0,2,1,0,0
49,2008,12,13,,11,9,2.02,3.32,3.29,0,1,1,0,0
50,2008,12,14,,2,7,1.93,3.24,3.70,0,2,1,0,0
51,2008,12,19,,7,6,3.94,3.26,1.84,0,4,2,0,0
52,2008,12,19,,11,3,2.51,3.17,2.57,0,1,0,0,0
53,2008,12,21,,10,9,1.70,3.39,4.53,0,1,4,0,0
54,2008,12,26,,9,1,2.76,3.22,2.33,0,0,1,0,0
55,2008,12,26,,7,3,2.41,3.19,2.66,0,1,2,0,0
56,2008,12,27,,6,10,1.86,3.26,3.85,0,3,2,0,0
57,2008,12,28,,2,11,1.79,3.27,4.15,0,3,2,0,0
58,2008,12,31,,3,9,1.69,3.39,4.64,0,1,0,0,0
59,2009,1,2,,6,2,2.10,3.26,3.12,0,2,1,0,0
60,2009,1,3,,1,10,1.79,3.29,4.13,0,2,0,0,0
61,2009,1,4,,11,7,1.87,3.31,3.89,0,3,0,0,0
62,2009,1,6,,6,1,2.16,3.17,3.15,0,1,0,0,0
63,2009,1,9,,1,7,1.50,3.72,6.16,0,2,0,0,0
64,2009,1,10,,3,2,2.29,3.19,2.85,0,3,4,0,0
65,2009,1,11,,9,6,3.14,3.24,2.10,0,3,2,0,0
66,2009,1,11,,10,11,2.05,3.24,3.30,0,1,0,0,0
67,2009,1,14,,1,2,2.05,3.27,3.40,0,0,0,0,0
68,2009,1,16,,6,3,1.85,3.35,3.93,0,3,0,0,0
69,2009,1,17,,2,10,1.91,3.33,3.73,0,3,1,0,0
70,2009,1,18,,7,9,2.19,3.29,3.10,0,2,1,0,0
71,2009,1,18,,11,1,2.93,3.32,2.29,0,1,1,0,0
72,2009,1,23,,6,11,1.48,3.86,6.55,0,2,0,0,0
73,2009,1,24,,2,9,1.36,4.23,8.13,0,4,2,0,0
74,2009,1,25,,3,1,3.32,3.29,2.06,0,0,1,0,0
75,2009,1,25,,10,7,1.77,3.43,4.41,0,4,0,0,0
76,2009,2,6,,3,2,2.44,3.21,2.71,0,0,2,0,0
77,2009,2,7,,1,6,2.38,3.19,2.81,0,0,2,0,0
78,2009,2,13,,2,3,1.90,3.36,3.79,0,2,1,0,0
79,2009,2,14,,6,1,1.82,3.41,4.08,0,4,0,0,0
80,2009,2,21,,1,2,2.56,3.21,2.60,0,1,0,0,0
81,2009,2,28,,6,1,1.67,3.49,5.00,0,1,0,0,0
82,2009,8,6,,6,3,1.58,3.66,5.45,0,0,2,0,0
83,2009,8,7,,1,9,1.89,3.35,3.79,0,1,0,0,0
84,2009,8,8,,2,4,2.27,3.28,2.87,0,1,3,0,0
85,2009,8,8,,8,10,3.52,3.23,2.02,0,2,3,0,0
86,2009,8,9,,7,11,2.00,3.30,3.54,0,3,2,0,0
87,2009,8,14,,3,7,1.96,3.30,3.58,0,1,1,0,0
88,2009,8,15,,6,2,2.01,3.31,3.36,0,3,3,0,0
89,2009,8,15,,4,8,1.51,3.63,6.07,0,5,0,0,0
90,2009,8,16,,10,1,1.99,3.28,3.50,0,1,0,0,0
91,2009,8,16,,11,9,2.40,3.20,2.77,0,2,1,0,0
92,2009,8,21,,1,4,2.61,3.20,2.53,0,0,2,0,0
93,2009,8,22,,8,6,4.35,3.37,1.78,0,0,1,0,0
94,2009,8,22,,3,10,2.67,3.17,2.49,0,0,0,0,0
95,2009,8,23,,9,7,2.15,3.22,3.17,0,2,0,0,0
96,2009,8,23,,2,11,1.70,3.50,4.62,0,1,1,0,0
97,2009,8,28,,9,6,2.66,3.21,2.47,0,2,1,0,0
98,2009,8,28,,1,8,1.49,3.83,6.20,0,3,3,0,0
99,2009,8,29,,2,3,2.20,3.26,3.05,0,1,0,0,0
100,2009,8,30,,10,11,1.65,3.52,4.93,0,2,0,0,0
101,2009,8,30,,7,4,4.02,3.47,1.80,0,1,0,0,0
102,2009,9,3,,6,7,1.79,3.46,4.16,0,1,1,0,0
103,2009,9,4,,3,9,2.31,3.27,2.83,0,2,1,0,0
104,2009,9,4,,11,1,2.36,3.20,2.80,0,1,1,0,0
105,2009,9,5,,8,2,3.42,3.29,2.02,0,1,1,0,0
106,2009,9,5,,4,10,2.19,3.26,3.03,0,2,1,0,0
107,2009,9,11,,1,3,2.23,3.23,3.01,0,1,0,0,0
108,2009,9,12,,10,8,1.43,4.03,6.98,0,0,1,0,0
109,2009,9,12,,7,2,2.22,3.19,3.06,0,0,3,0,0
110,2009,9,13,,9,4,3.02,3.20,2.22,0,2,2,0,0
111,2009,9,13,,6,11,1.62,3.55,5.18,0,1,1,0,0
112,2009,9,18,,1,6,2.38,3.18,2.83,0,0,2,0,0
113,2009,9,19,,3,4,2.96,3.20,2.24,0,3,0,0,0
114,2009,9,20,,2,9,1.93,3.25,3.62,0,2,4,0,0
115,2009,9,20,,10,7,1.79,3.34,4.15,0,2,1,0,0
116,2009,9,20,,11,8,2.02,3.25,3.39,0,1,1,0,0
117,2009,9,25,,7,9,2.48,3.22,2.66,0,0,1,0,0
118,2009,9,26,,4,6,2.21,3.24,3.04,0,2,3,0,0
119,2009,9,27,,8,1,2.52,3.18,2.63,0,0,2,0,0
120,2009,9,27,,2,10,2.34,3.23,2.82,0,1,0,0,0
121,2009,9,27,,11,3,2.30,3.23,2.90,0,0,0,0,0
122,2009,10,2,,4,11,1.46,3.92,6.67,0,0,0,0,0
123,2009,10,3,,6,2,2.06,3.25,3.29,0,2,1,0,0
124,2009,10,3,,9,8,1.67,3.45,4.73,0,1,1,0,0
125,2009,10,5,,1,7,1.97,3.24,3.56,0,1,1,0,0
126,2009,10,5,,10,3,2.10,3.21,3.25,0,1,0,0,0
127,2009,10,9,,9,1,2.24,3.15,3.07,0,1,0,0,0
128,2009,10,9,,6,10,2.05,3.23,3.42,0,0,3,0,0
129,2009,10,11,,2,4,2.56,3.19,2.59,0,0,1,0,0
130,2009,10,11,,3,8,1.68,3.50,4.84,0,1,1,0,0
131,2009,10,16,,1,10,2.72,3.18,2.46,0,2,1,0,0
132,2009,10,17,,8,11,2.28,3.21,2.94,0,1,1,0,0
133,2009,10,17,,2,3,2.25,3.26,2.95,0,0,3,0,0
134,2009,10,18,,4,9,1.83,3.37,4.04,0,2,1,0,0
135,2009,10,18,,7,6,2.74,3.20,2.44,0,1,3,0,0
136,2009,10,23,,7,3,2.55,3.17,2.62,0,2,1,0,0
137,2009,10,24,,8,9,2.71,3.21,2.43,0,2,1,0,0
138,2009,10,24,,6,1,1.83,3.32,4.10,0,3,1,0,0
139,2009,10,25,,10,2,1.81,3.35,4.20,0,2,1,0,0
140,2009,10,25,,11,4,3.02,3.24,2.24,0,6,0,0,0
141,2009,10,30,,2,7,2.09,3.25,3.31,0,1,1,0,0
142,2009,10,31,,4,8,1.73,3.45,4.62,0,0,2,0,0
143,2009,10,31,,3,1,2.49,3.22,2.66,0,0,0,0,0
144,2009,11,1,,9,6,2.39,3.24,2.76,0,1,2,0,0
145,2009,11,1,,10,11,1.79,3.39,4.34,0,3,1,0,0
146,2009,11,4,,11,7,2.15,3.24,3.21,0,3,0,0,0
147,2009,11,6,,1,2,2.06,3.26,3.44,0,0,2,0,0
148,2009,11,7,,4,10,2.39,3.25,2.74,0,1,0,0,0
149,2009,11,7,,6,3,1.77,3.33,4.47,0,0,4,0,0
150,2009,11,8,,7,8,2.28,3.24,2.95,0,2,0,0,0
151,2009,11,8,,11,9,2.29,3.23,2.96,0,1,1,0,0
152,2009,11,20,,1,4,2.48,3.23,2.65,0,1,1,0,0
153,2009,11,21,,8,3,2.58,3.19,2.57,0,1,5,0,0
154,2009,11,21,,2,6,2.70,3.26,2.46,0,0,1,0,0
155,2009,11,22,,9,10,2.50,3.20,2.66,0,2,0,0,0
156,2009,11,22,,7,11,2.17,3.25,3.10,0,0,1,0,0
157,2009,11,27,,3,9,1.98,3.30,3.55,0,0,0,0,0
158,2009,11,28,,8,1,2.60,3.16,2.58,0,2,1,0,0
159,2009,11,28,,6,4,1.98,3.30,3.57,0,4,0,0,0
160,2009,11,29,,2,11,2.21,3.20,3.09,0,4,1,0,0
161,2009,11,29,,10,7,1.59,3.64,5.35,0,1,3,0,0
162,2009,12,4,,1,7,2.17,3.20,3.17,0,0,2,0,0
163,2009,12,4,,11,6,2.91,3.23,2.32,0,1,1,0,0
164,2009,12,5,,4,3,2.31,3.24,2.91,0,2,1,0,0
165,2009,12,5,,10,8,1.73,3.46,4.58,0,4,1,0,0
166,2009,12,6,,9,2,2.23,3.23,3.04,0,1,1,0,0
167,2009,12,11,,8,9,2.60,3.23,2.55,0,1,0,0,0
168,2009,12,12,,2,1,2.09,3.23,3.36,0,0,1,0,0
169,2009,12,12,,3,6,2.50,3.23,2.65,0,0,3,0,0
170,2009,12,12,,11,10,2.67,3.17,2.51,0,0,1,0,0
171,2009,12,13,,7,4,2.42,3.24,2.74,0,3,2,0,0
172,2009,12,16,,2,8,2.09,3.28,3.26,0,2,0,0,0
173,2009,12,18,,1,11,2.06,3.26,3.41,0,1,1,0,0
174,2009,12,19,,6,10,2.19,3.26,3.10,0,0,0,0,0
175,2009,12,19,,3,2,2.04,3.28,3.43,0,2,3,0,0
176,2009,12,20,,4,9,2.02,3.31,3.45,0,2,0,0,0
177,2009,12,20,,7,8,1.84,3.44,4.00,0,3,2,0,0
178,2009,12,23,,10,3,1.88,3.34,3.89,0,1,0,0,0
179,2009,12,26,,9,7,2.33,3.25,2.87,0,4,0,0,0
180,2009,12,26,,4,2,2.01,3.25,3.57,0,5,1,0,0
181,2009,12,27,,8,6,3.84,3.38,1.89,0,1,0,0,0
182,2009,12,27,,10,1,1.67,3.59,4.80,0,1,0,0,0
183,2009,12,31,,3,11,2.03,3.22,3.51,0,0,2,0,0
184,2010,1,9,,4,1,1.63,3.60,5.18,0,1,1,0,0
185,2010,1,9,,3,8,1.89,3.36,3.85,0,1,1,0,0
186,2010,1,9,,11,2,2.12,3.23,3.26,0,3,1,0,0
187,2010,1,10,,9,10,2.83,3.22,2.36,0,0,0,0,0
188,2010,1,10,,7,6,2.77,3.24,2.42,0,3,2,0,0
189,2010,1,13,,4,7,1.95,3.35,3.65,0,2,0,0,0
190,2010,1,15,,1,3,2.35,3.22,2.85,0,1,1,0,0
191,2010,1,15,,11,8,1.76,3.48,4.30,0,3,0,0,0
192,2010,1,16,,2,7,2.37,3.28,2.78,0,0,2,0,0
193,2010,1,16,,6,9,1.68,3.50,4.86,0,6,2,0,0
194,2010,1,17,,10,4,1.98,3.33,3.57,0,0,1,0,0
195,2010,1,19,,1,9,1.99,3.29,3.59,0,2,3,0,0
196,2010,1,22,,9,11,2.26,3.30,2.95,0,2,0,0,0
197,2010,1,22,,3,4,3.17,3.26,2.17,0,1,1,0,0
198,2010,1,23,,8,2,2.26,3.23,3.00,0,1,1,0,0
199,2010,1,23,,6,1,1.43,4.08,6.79,0,2,0,0,0
200,2010,1,24,,7,10,2.75,3.24,2.41,0,1,3,0,0
201,2010,1,26,,6,11,1.57,3.78,5.41,0,4,0,0,0
202,2010,1,29,,4,6,2.34,3.27,2.82,0,1,0,0,0
203,2010,1,30,,2,10,3.09,3.28,2.18,0,1,0,0,0
204,2010,1,30,,11,1,1.87,3.34,3.98,0,1,0,0,0
205,2010,1,31,,9,3,2.04,3.24,3.46,0,3,1,0,0
206,2010,2,2,,8,7,2.83,3.21,2.36,0,2,1,0,0
207,2010,2,5,,6,8,1.41,4.24,7.05,0,2,0,0,0
208,2010,2,6,,1,2,2.47,3.16,2.70,0,2,0,0,0
209,2010,2,7,,4,11,1.55,3.76,5.70,0,0,1,0,0
210,2010,2,7,,10,9,1.65,3.61,4.86,0,3,2,0,0
211,2010,2,8,,3,7,2.78,3.14,2.44,0,3,0,0,0
212,2010,2,12,,7,1,2.13,3.24,3.29,0,1,2,0,0
213,2010,2,12,,11,3,1.71,3.47,4.74,0,3,0,0,0
214,2010,2,13,,8,4,3.82,3.34,1.90,0,2,1,0,0
215,2010,2,13,,9,2,1.81,3.41,4.16,0,2,0,0,0
216,2010,2,14,,10,6,2.35,3.21,2.86,0,2,0,0,0
217,2010,2,18,,6,10,2.28,3.22,3.01,0,2,1,0,0
218,2010,2,20,,4,7,1.56,3.72,5.64,-1,0,0,5,6
219,2010,2,21,,11,9,2.02,3.30,3.55,-1,1,1,4,2
220,2010,3,7,,10,6,2.27,3.23,3.05,-1,2,1,0,0
221,2010,3,7,,11,7,2.06,3.24,3.46,-1,1,1,0,0
222,2010,3,13,,10,11,1.80,3.40,4.21,0,4,2,0,0
223,2010,3,20,,6,10,2.18,3.27,3.17,-1,1,1,2,4
224,2010,8,5,,5,3,2.17,3.22,3.18,0,0,1,0,0
225,2010,8,6,,9,8,1.61,3.60,5.18,0,3,3,0,0
226,2010,8,6,,1,7,2.14,3.27,3.15,0,0,0,0,0
227,2010,8,7,,10,6,2.04,3.25,3.38,0,3,3,0,0
228,2010,8,8,,4,2,1.83,3.39,4.00,0,0,0,0,0
229,2010,8,13,,7,5,2.18,3.27,3.11,0,1,1,0,0
230,2010,8,13,,11,4,2.22,3.27,2.99,0,3,3,0,0
231,2010,8,14,,6,9,1.87,3.36,3.85,0,0,2,0,0
232,2010,8,14,,8,10,3.16,3.24,2.15,0,2,1,0,0
233,2010,8,15,,3,1,2.10,3.21,3.29,0,1,1,0,0
234,2010,8,20,,1,5,2.13,3.21,3.27,0,3,2,0,0
235,2010,8,21,,2,10,2.79,3.18,2.40,0,1,0,0,0
236,2010,8,21,,9,7,1.77,3.42,4.31,0,1,0,0,0
237,2010,8,22,,6,8,1.75,3.46,4.33,0,2,2,0,0
238,2010,8,22,,11,3,1.94,3.28,3.71,0,2,0,0,0
239,2010,8,27,,2,11,2.28,3.20,2.97,0,1,0,0,0
240,2010,8,28,,10,3,1.94,3.29,3.67,0,1,1,0,0
241,2010,8,28,,8,1,2.38,3.19,2.80,0,2,3,0,0
242,2010,8,29,,5,9,2.75,3.18,2.44,0,2,2,0,0
243,2010,8,29,,4,6,2.39,3.20,2.79,0,0,1,0,0
244,2010,9,3,,3,6,2.70,3.17,2.48,0,2,0,0,0
245,2010,9,4,,10,1,2.08,3.26,3.39,0,1,3,0,0
246,2010,9,4,,5,8,2.22,3.26,3.04,0,1,0,0,0
247,2010,9,5,,9,11,1.85,3.30,4.04,0,2,1,0,0
248,2010,9,5,,7,2,2.49,3.14,2.69,0,0,0,0,0
249,2010,9,10,,3,5,2.10,3.24,3.29,0,1,0,0,0
250,2010,9,11,,1,7,1.70,3.51,4.59,0,2,1,0,0
251,2010,9,11,,11,10,2.10,3.23,3.29,0,2,1,0,0
252,2010,9,12,,9,4,1.88,3.36,3.84,0,0,1,0,0
253,2010,9,12,,6,2,2.15,3.21,3.18,0,3,0,0,0
254,2010,9,15,,6,11,1.92,3.32,3.80,0,0,0,0,0
255,2010,9,17,,7,9,2.74,3.19,2.43,0,2,0,0,0
256,2010,9,18,,2,1,2.61,3.18,2.56,0,1,1,0,0
257,2010,9,18,,8,6,2.66,3.19,2.50,0,0,0,0,0
258,2010,9,19,,4,3,2.16,3.22,3.17,0,0,0,0,0
259,2010,9,19,,5,11,2.23,3.20,3.05,0,2,1,0,0
260,2010,9,22,,4,7,1.95,3.27,3.68,0,1,0,0,0
261,2010,9,24,,1,9,2.14,3.29,3.15,0,2,0,0,0
262,2010,9,24,,11,8,1.80,3.39,4.22,0,2,1,0,0
263,2010,9,25,,7,6,2.50,3.15,2.70,0,0,0,0,0
264,2010,9,25,,2,5,2.07,3.25,3.40,0,4,0,0,0
265,2010,9,26,,10,4,2.18,3.22,3.14,0,1,1,0,0
266,2010,9,29,,10,8,1.87,3.33,3.92,0,1,1,0,0
267,2010,10,1,,4,11,2.12,3.18,3.29,0,3,1,0,0
268,2010,10,2,,3,8,1.76,3.38,4.41,0,3,2,0,0
269,2010,10,3,,9,2,2.13,3.20,3.25,0,1,2,0,0
270,2010,10,4,,10,1,2.80,3.21,2.37,0,1,2,0,0
271,2010,10,8,,5,6,2.94,3.14,2.33,0,2,1,0,0
272,2010,10,15,,8,9,2.41,3.19,2.78,0,2,1,0,0
273,2010,10,16,,2,7,1.75,3.41,4.42,0,1,1,0,0
274,2010,10,16,,6,10,2.15,3.24,3.18,0,3,0,0,0
275,2010,10,17,,4,1,2.48,3.12,2.74,0,0,0,0,0
276,2010,10,17,,11,5,1.92,3.35,3.73,0,2,2,0,0
277,2010,10,20,,2,3,2.20,3.21,3.09,0,2,0,0,0
278,2010,10,22,,1,11,1.57,3.74,5.40,0,3,0,0,0
279,2010,10,23,,2,6,2.12,3.26,3.24,0,2,1,0,0
280,2010,10,23,,5,4,2.43,3.18,2.74,0,0,0,0,0
281,2010,10,24,,9,10,2.21,3.23,3.07,0,0,3,0,0
282,2010,10,29,,6,1,2.43,3.18,2.74,0,2,1,0,0
283,2010,10,30,,3,9,1.97,3.28,3.59,0,5,0,0,0
284,2010,10,30,,10,2,2.36,3.15,2.88,0,1,1,0,0
285,2010,10,31,,8,4,2.57,3.17,2.60,0,1,2,0,0
286,2010,10,31,,7,5,2.33,3.17,2.89,0,0,2,0,0
287,2010,11,3,,9,5,2.46,3.20,2.70,0,0,0,0,0
288,2010,11,3,,11,2,2.55,3.18,2.61,0,1,4,0,0
289,2010,11,5,,8,3,2.68,3.21,2.47,0,0,1,0,0
290,2010,11,6,,2,1,2.18,3.28,3.09,0,4,0,0,0
291,2010,11,6,,6,4,2.13,3.26,3.22,0,0,1,0,0
292,2010,11,7,,9,11,2.11,3.27,3.27,0,0,1,0,0
293,2010,11,7,,10,7,1.82,3.39,4.10,0,1,0,0,0
294,2010,11,10,,8,5,2.53,3.16,2.65,0,2,3,0,0
295,2010,11,10,,1,9,1.57,3.69,5.52,0,2,0,0,0
296,2010,11,12,,4,10,1.96,3.25,3.68,0,3,1,0,0
297,2010,11,13,,7,1,3.02,3.22,2.23,0,3,1,0,0
298,2010,11,13,,11,3,2.36,3.17,2.84,0,0,3,0,0
299,2010,11,14,,9,6,2.80,3.20,2.39,0,3,1,0,0
300,2010,11,14,,5,2,3.09,3.22,2.19,0,1,2,0,0
301,2010,11,17,,7,2,3.43,3.25,2.04,0,1,1,0,0
302,2010,11,18,,6,3,2.36,3.18,2.83,0,2,2,0,0
303,2010,11,19,,5,1,2.34,3.20,2.83,0,0,2,0,0
304,2010,11,20,,2,8,1.45,4.01,6.60,0,1,1,0,0
305,2010,11,20,,7,11,1.95,3.27,3.64,0,1,0,0,0
