gameindex,year,month,day,round,hometeamindex,awayteamindex,homewinodds,drawodds,awaywinodds,overtime,homescore,awayscore
1430,2016,3,20,,9,7,1.98,20.34,1.9,0,14,21
1431,2016,3,21,,5,16,1.97,20.3,1.9,0,22,12
1432,2016,3,25,,8,6,1.65,21.47,2.33,-1,21,20
1433,2016,3,25,,1,2,2.56,21.4,1.55,0,12,42
1434,2016,3,26,,4,5,2.34,21.08,1.65,0,20,22
1435,2016,3,26,,14,10,1.53,23.17,2.62,0,20,24
1436,2016,3,27,,12,3,1.83,21.28,2.05,0,14,12
1437,2016,3,28,,16,7,1.8,20.35,2.1,0,14,6
1438,2016,3,28,,15,13,2.5,21.31,1.58,0,0,8
1439,2016,3,28,,9,11,1.19,28.46,4.78,0,40,18
1440,2016,3,31,,5,1,2.65,21.38,1.53,0,12,16
1441,2016,4,1,,10,8,4.41,29.5,1.22,0,16,24
1442,2016,4,2,,6,12,1.24,28.46,4.16,0,36,0
1443,2016,4,2,,15,16,2.23,22.23,1.7,0,26,34
1444,2016,4,2,,7,11,1.15,31.28,5.6,0,18,14
1445,2016,4,3,,13,3,1.52,22.03,2.65,0,18,20
1446,2016,4,3,,4,9,2.27,21.69,1.68,-1,28,32
1447,2016,4,4,,2,14,1.52,23.09,2.63,0,8,22
1448,2016,4,7,,8,12,1.14,32.28,5.89,0,26,0
1449,2016,4,8,,1,4,1.48,21.93,2.78,0,10,17
1450,2016,4,9,,3,6,2.3,21.43,1.68,0,18,23
1451,2016,4,9,,9,5,1.46,22.68,2.87,0,18,34
1452,2016,4,9,,13,14,1.6,21.35,2.45,0,36,6
1453,2016,4,10,,11,15,2.07,20.91,1.82,0,18,16
1454,2016,4,10,,16,10,1.28,25.29,3.9,0,25,20
1455,2016,4,11,,7,2,1.67,21.25,2.3,0,12,18
1456,2016,4,14,,5,13,2.22,20.26,1.72,0,10,22
1457,2016,4,15,,6,1,1.28,25.18,3.83,0,44,18
1458,2016,4,16,,8,11,1.09,34.6,7.6,0,53,0
1459,2016,4,16,,2,9,1.9,20.27,1.97,0,20,24
1460,2016,4,16,,10,12,1.78,20.5,2.12,0,14,19
1461,2016,4,17,,15,7,2.62,20.71,1.53,-1,18,19
1462,2016,4,17,,14,16,2.06,20.1,1.81,0,16,40
1463,2016,4,18,,4,3,2.47,20.6,1.58,0,16,20
1464,2016,4,22,,8,1,1.18,31.4,4.97,0,30,8
1465,2016,4,23,,6,13,1.36,22.56,3.35,0,32,16
1466,2016,4,23,,14,15,1.42,22.55,2.99,0,60,6
1467,2016,4,23,,2,10,1.29,23.75,3.69,-1,21,20
1468,2016,4,24,,16,3,1.49,22.36,2.7,0,20,18
1469,2016,4,25,,7,9,1.65,20.85,2.35,0,42,0
1470,2016,4,25,,12,4,2.15,20.68,1.76,0,20,18
1471,2016,4,25,,11,5,2.88,22.55,1.45,0,10,26
1472,2016,4,28,,1,15,1.36,23.76,3.27,0,22,30
1473,2016,4,29,,13,2,2.34,20.04,1.67,0,20,12
1474,2016,4,30,,5,6,3.62,25.35,1.31,0,18,34
1475,2016,4,30,,4,11,1.14,30.33,6,0,38,0
1476,2016,4,30,,3,14,1.62,21.45,2.39,0,19,18
1477,2016,5,1,,16,8,2.05,21.07,1.83,0,30,28
1478,2016,5,1,,10,7,2.18,21.69,1.75,0,0,38
1479,2016,5,1,,9,12,2.41,20.96,1.6,0,26,10
1480,2016,5,12,,12,14,2.18,20.4,1.75,-1,16,12
1481,2016,5,13,,13,1,1.53,20.89,2.64,0,20,22
1482,2016,5,14,,5,8,4.82,29.48,1.2,0,6,30
1483,2016,5,14,,7,6,2.88,22.76,1.45,0,15,14
1484,2016,5,14,,3,9,1.6,21.47,2.46,0,30,18
1485,2016,5,15,,15,2,2.79,23.44,1.47,0,4,36
1486,2016,5,15,,11,16,5.69,30.43,1.15,0,0,62
1487,2016,5,16,,10,4,2.8,22.6,1.47,0,26,6
1488,2016,5,19,,1,12,1.36,22.91,3.32,0,34,24
1489,2016,5,20,,6,8,1.74,19.34,2.19,0,19,18
1490,2016,5,21,,16,5,1.3,24.61,3.71,0,20,12
1491,2016,5,21,,9,14,1.82,20.79,2.06,0,12,38
1492,2016,5,21,,15,11,1.34,24.22,3.44,0,20,12
1493,2016,5,22,,2,4,1.68,21.54,2.28,0,32,20
1494,2016,5,22,,3,10,1.28,26.38,3.82,0,24,28
1495,2016,5,23,,13,7,2.06,20.69,1.8,0,6,18
1496,2016,5,27,,8,15,1.19,27.47,4.98,0,18,19
1497,2016,5,28,,12,6,1.67,20.66,2.3,0,14,10
1498,2016,5,29,,14,2,1.47,21.69,2.83,0,32,20
1499,2016,5,30,,11,13,4.22,25.71,1.25,0,18,20
1500,2016,6,3,,14,5,1.44,22.38,2.92,0,30,18
1501,2016,6,4,,7,3,1.45,21.63,2.89,0,24,6
1502,2016,6,4,,6,11,1.06,36.87,9.31,0,46,16
1503,2016,6,4,,9,8,2.49,22.3,1.57,0,36,18
1504,2016,6,5,,1,10,1.65,20.8,2.35,-1,28,29
1505,2016,6,5,,4,15,1.72,20.29,2.22,0,32,18
1506,2016,6,6,,2,16,2.44,19.61,1.6,0,18,20
1507,2016,6,9,,8,14,1.33,24.79,3.5,0,26,18
1508,2016,6,10,,15,1,2.5,21.59,1.57,0,30,14
1509,2016,6,11,,4,7,3.06,23.02,1.41,0,0,46
1510,2016,6,11,,13,10,2.23,21.15,1.71,0,22,12
1511,2016,6,11,,11,9,3.8,25.37,1.29,0,14,50
1512,2016,6,12,,5,3,2.5,21.35,1.58,0,24,31
1513,2016,6,13,,16,6,1.87,20.9,2,0,13,10
1514,2016,6,13,,12,2,3.21,22.35,1.38,0,16,34
1515,2016,6,17,,1,13,2.15,21.13,1.76,0,12,30
1516,2016,6,18,,12,7,1.48,21.26,2.76,0,20,10
1517,2016,6,19,,9,4,1.39,23.3,3.11,0,12,10
1518,2016,6,20,,10,5,1.47,21.9,2.79,0,30,10
1519,2016,6,24,,3,1,1.34,22.52,3.42,0,28,26
1520,2016,6,25,,2,8,1.84,19.79,2.06,0,40,14
1521,2016,6,25,,16,9,1.32,24.13,3.55,-1,19,18
1522,2016,6,25,,11,12,3.5,22.68,1.33,0,18,30
1523,2016,6,26,,7,15,1.31,24.07,3.63,0,29,20
1524,2016,6,26,,10,14,2.21,20.18,1.72,0,22,30
1525,2016,6,27,,6,5,1.16,31.75,5.41,0,30,26
1526,2016,6,30,,4,2,2.58,21.65,1.54,0,20,24
1527,2016,7,1,,8,7,1.6,20.78,2.42,0,6,48
1528,2016,7,2,,16,13,1.34,23.22,3.4,0,34,24
1529,2016,7,2,,15,3,2.12,21.12,1.77,0,34,26
1530,2016,7,2,,9,10,1.3,24.21,3.74,0,27,18
1531,2016,7,3,,1,6,3.43,23.86,1.33,0,0,20
1532,2016,7,3,,14,11,1.07,37.92,8.97,-1,29,25
1533,2016,7,4,,5,12,1.71,21.38,2.21,0,36,6
1534,2016,7,8,,13,4,1.99,20.58,1.89,0,22,18
1535,2016,7,9,,2,15,1.16,27.86,5.35,0,32,22
1536,2016,7,10,,3,16,1.54,21.83,2.58,0,10,26
1537,2016,7,11,,14,6,1.29,27.06,3.77,0,26,12
1538,2016,7,15,,12,10,2.38,20.12,1.63,0,12,32
1539,2016,7,16,,1,8,2.61,22.05,1.53,0,10,30
1540,2016,7,16,,5,9,2.34,20.46,1.65,-1,15,14
1541,2016,7,17,,3,13,1.29,23.22,3.87,0,22,18
1542,2016,7,17,,11,7,6.35,33.24,1.13,0,16,20
1543,2016,7,18,,4,16,2.61,21.55,1.53,0,20,32
1544,2016,7,21,,6,2,1.42,22.31,3.04,0,36,0
1545,2016,7,22,,8,3,1.29,23.98,3.79,0,12,31
1546,2016,7,23,,7,4,1.28,25.32,3.86,0,26,10
1547,2016,7,23,,10,13,1.36,23.48,3.32,0,34,14
1548,2016,7,23,,14,9,1.41,22.18,3.08,-1,26,22
1549,2016,7,24,,12,15,2.54,21.42,1.56,0,12,25
1550,2016,7,24,,16,11,1.08,39.42,8.4,0,36,4
1551,2016,7,25,,1,5,2.42,20.83,1.61,0,12,20
1552,2016,7,28,,4,8,2.05,20.33,1.84,0,32,16
1553,2016,7,29,,2,12,1.15,31.31,5.73,0,13,10
1554,2016,7,30,,6,7,2.25,19.46,1.7,0,8,16
1555,2016,7,30,,13,15,3.42,23.36,1.34,0,8,23
1556,2016,7,30,,9,3,1.61,20.63,2.44,-1,20,16
1557,2016,7,31,,5,11,1.1,32.73,7.41,0,36,16
1558,2016,7,31,,1,14,3.37,23.06,1.35,0,4,54
1559,2016,8,1,,10,16,3.15,23.19,1.38,-1,18,18
1560,2016,8,4,,12,8,3.89,22.61,1.28,0,8,12
1561,2016,8,5,,13,5,2.64,21.71,1.53,0,10,9
1562,2016,8,6,,7,1,1.1,33.83,7.21,-1,15,14
1563,2016,8,6,,16,14,1.63,20.11,2.36,0,14,30
1564,2016,8,6,,11,2,5.44,29.45,1.16,0,14,28
1565,2016,8,7,,15,6,3.52,23.37,1.32,0,26,14
1566,2016,8,7,,10,9,1.57,20.38,2.5,0,14,24
1567,2016,8,8,,3,4,1.49,19.87,2.67,0,38,18
1568,2016,8,11,,2,5,1.47,21.72,2.84,-1,20,16
1569,2016,8,12,,8,13,1.21,24.74,4.74,0,38,16
1570,2016,8,13,,12,16,3.72,24.36,1.3,0,32,18
1571,2016,8,13,,9,1,1.35,22.38,3.43,0,22,41
1572,2016,8,13,,15,10,1.86,19.86,2,0,18,19
1573,2016,8,14,,4,6,2.8,21.15,1.48,0,22,10
1574,2016,8,14,,11,3,3.95,25.39,1.27,0,6,42
1575,2016,8,15,,14,7,1.96,19.68,1.9,0,22,8
1576,2016,8,18,,8,2,1.61,20.56,2.42,0,20,10
1577,2016,8,19,,3,15,1.38,23.58,3.21,0,40,10
1578,2016,8,20,,6,9,1.25,25.96,4.14,0,34,6
1579,2016,8,20,,5,7,3.71,24.43,1.3,0,18,38
1580,2016,8,20,,11,10,4.96,27.14,1.19,0,6,26
1581,2016,8,21,,4,12,1.48,21.67,2.79,0,42,6
1582,2016,8,21,,14,13,1.16,29.58,5.4,0,28,18
1583,2016,8,22,,1,16,2.68,20.64,1.51,0,12,6
1584,2016,8,25,,2,6,2.41,19.73,1.62,0,16,24
1585,2016,8,26,,7,8,1.43,21.71,3.01,0,16,26
1586,2016,8,27,,16,4,1.53,21.67,2.64,0,37,12
1587,2016,8,27,,10,3,1.8,20.32,2.1,0,14,15
1588,2016,8,27,,5,14,2.84,22.28,1.46,0,30,44
1589,2016,8,28,,11,1,4.31,26.1,1.23,0,12,34
1590,2016,8,28,,9,15,1.32,25.16,3.51,0,24,36
1591,2016,8,29,,13,12,1.47,21.9,2.82,0,30,18
1592,2016,9,1,,8,4,1.18,29.91,5.09,0,24,14
1593,2016,9,2,,2,1,1.68,19.92,2.28,0,10,28
1594,2016,9,3,,7,16,1.54,21.34,2.6,0,26,6
1595,2016,9,3,,6,10,1.31,22.91,3.63,0,32,16
1596,2016,9,3,,12,11,1.28,25.05,3.86,0,28,26
1597,2016,9,4,,3,5,1.16,26.27,5.7,0,36,6
1598,2016,9,4,,9,13,1.59,20.32,2.47,0,18,40
1599,2016,9,4,,15,14,2.55,20.9,1.56,0,10,52
1600,2016,9,9,,8,10,1.31,22.3,3.59,0,44,28
1601,2016,9,10,,7,6,1.72,19.46,2.22,0,16,10
1602,2016,9,10,,14,16,1.47,21.66,2.84,0,14,16
1603,2016,9,11,,3,2,1.6,21.05,2.46,0,28,12
1604,2016,9,16,,6,8,1.49,20.97,2.76,-1,26,20
1605,2016,9,17,,14,3,1.66,19.23,2.34,0,22,12
1606,2016,9,23,,16,6,2.02,18.76,1.89,0,32,20
1607,2016,9,24,,7,14,1.42,20.72,3.01,0,14,12
1608,2016,10,2,,7,16,1.86,17.94,2.05,0,12,14
1609,2017,3,2,,16,8,2.12,18.41,1.78,0,18,26
1610,2017,3,3,,1,15,1.75,18.78,2.17,0,18,34
1611,2017,3,3,,2,7,2.09,18.35,1.8,0,6,12
1612,2017,3,4,,10,4,2.37,19.51,1.62,0,18,32
1613,2017,3,4,,6,14,1.37,21.42,3.14,-1,20,16
1614,2017,3,4,,12,3,2.89,21.9,1.44,0,42,10
1615,2017,3,5,,5,13,1.94,17.61,1.92,0,12,20
1616,2017,3,5,,9,11,1.19,27.06,4.89,0,26,22
1617,2017,3,9,,4,2,1.45,21.06,2.87,0,28,24
1618,2017,3,10,,8,6,1.8,17.95,2.1,-1,20,21
1619,2017,3,10,,9,7,2.12,18.38,1.79,0,10,26
1620,2017,3,11,,14,16,1.44,22.45,2.92,0,16,42
1621,2017,3,11,,5,1,1.8,20.57,2.07,0,18,38
1622,2017,3,11,,11,10,2.24,19.98,1.69,0,34,26
1623,2017,3,12,,12,13,2.12,19.62,1.76,0,16,34
1624,2017,3,12,,15,3,2.04,19.21,1.85,0,2,36
1625,2017,3,16,,7,8,1.52,18.69,2.64,0,14,12
1626,2017,3,17,,10,13,2.56,19.92,1.54,0,26,14
1627,2017,3,17,,2,9,2.04,19.11,1.82,0,24,12
1628,2017,3,18,,6,5,1.28,24.4,3.76,0,8,30
1629,2017,3,18,,3,4,1.95,17.21,1.93,0,12,14
1630,2017,3,18,,11,1,2.49,20.11,1.57,0,18,24
1631,2017,3,19,,16,12,1.36,21.26,3.23,0,10,16
1632,2017,3,19,,14,15,1.34,21.83,3.39,0,46,6
1633,2017,3,23,,1,4,2.92,20.56,1.43,0,6,20
1634,2017,3,24,,8,14,1.64,19.75,2.3,0,13,12
1635,2017,3,24,,3,11,1.16,27.35,5.16,0,40,0
1636,2017,3,25,,10,6,2.28,19.91,1.66,0,26,32
1637,2017,3,25,,13,16,1.89,17.31,1.98,0,6,20
1638,2017,3,25,,5,2,1.94,17.16,1.93,0,36,0
1639,2017,3,26,,12,9,1.82,18.57,2.04,0,26,12
1640,2017,3,26,,15,7,2.68,21.54,1.5,0,14,22
1641,2017,3,30,,2,8,3.04,20.91,1.4,0,10,7
1642,2017,3,31,,6,1,1.28,22.48,3.81,0,20,6
1643,2017,3,31,,4,5,1.34,21.87,3.34,0,12,18
1644,2017,4,1,,7,3,1.58,20.23,2.46,0,28,6
1645,2017,4,1,,14,13,1.43,22.37,2.89,0,30,18
1646,2017,4,1,,16,11,1.1,29.33,7.25,0,19,18
1647,2017,4,2,,15,12,2.55,20.75,1.54,0,6,28
1648,2017,4,2,,9,10,1.4,21.12,3.05,0,28,22
1649,2017,4,6,,8,4,1.77,17.77,2.14,0,32,8
1650,2017,4,7,,3,1,1.64,19.13,2.34,0,20,21
1651,2017,4,7,,11,2,2.58,20.84,1.53,0,12,22
1652,2017,4,8,,6,15,1.16,28.11,5.39,0,16,26
1653,2017,4,8,,10,14,4.32,24.06,1.23,0,16,42
1654,2017,4,8,,5,12,1.48,20.99,2.74,0,10,35
1655,2017,4,9,,7,16,1.55,18.35,2.56,0,2,11
1656,2017,4,9,,9,13,1.68,19.43,2.25,0,22,10
1657,2017,4,14,,8,10,1.17,27.98,4.87,0,24,22
1658,2017,4,14,,11,4,4.51,24.88,1.21,0,6,24
1659,2017,4,14,,2,1,1.9,17.67,1.94,0,24,9
1660,2017,4,15,,12,6,1.33,22.4,3.36,0,28,22
1661,2017,4,15,,14,9,1.31,22.68,3.45,0,20,8
1662,2017,4,15,,5,7,2.67,19.35,1.49,0,26,30
1663,2017,4,16,,3,16,1.72,19.52,2.16,0,2,28
1664,2017,4,17,,13,15,1.62,19.32,2.33,0,26,22
1665,2017,4,21,,1,8,3.41,22.35,1.33,0,24,25
1666,2017,4,21,,14,5,1.28,23.2,3.71,0,18,20
1667,2017,4,22,,16,10,1.29,23.84,3.62,0,12,16
1668,2017,4,22,,6,11,1.29,23.6,3.67,0,24,12
1669,2017,4,22,,13,3,2.21,19.64,1.7,0,18,12
1670,2017,4,23,,15,2,2.66,20.84,1.49,0,18,12
1671,2017,4,25,,7,9,1.29,21.09,3.72,0,20,14
1672,2017,4,25,,4,12,1.63,20.03,2.32,-1,13,12
1673,2017,4,27,,8,3,1.47,21.02,2.74,0,32,18
1674,2017,4,28,,6,13,1.8,20.47,2.05,0,6,26
1675,2017,4,28,,1,5,2.15,20.53,1.72,0,8,46
1676,2017,4,29,,15,16,2.69,20.73,1.48,0,16,22
1677,2017,4,29,,2,14,2.68,20.88,1.49,0,16,10
1678,2017,4,29,,10,11,1.18,27.66,4.86,0,38,8
1679,2017,4,30,,12,7,2.78,22.01,1.45,0,22,34
1680,2017,4,30,,9,4,2.08,20.27,1.77,0,14,13
1681,2017,5,11,,2,6,1.54,20.78,2.53,0,14,30
1682,2017,5,12,,15,1,2.02,19.66,1.83,0,8,28
1683,2017,5,12,,12,16,2.87,22.17,1.44,0,14,18
1684,2017,5,13,,5,8,2.35,19.99,1.62,0,14,24
1685,2017,5,13,,7,10,1.36,22.24,3.24,0,36,38
1686,2017,5,13,,3,9,1.63,20.11,2.34,0,36,28
1687,2017,5,14,,4,13,1.49,20.33,2.67,0,48,10
1688,2017,5,14,,11,14,5.21,26.62,1.16,0,34,20
1689,2017,5,18,,16,6,1.39,23.29,3.03,0,18,14
1690,2017,5,19,,8,15,1.13,27.32,5.96,0,36,0
1691,2017,5,19,,9,12,1.61,19.56,2.39,0,14,30
1692,2017,5,20,,13,14,2.39,20.79,1.6,0,16,22
1693,2017,5,20,,10,5,1.63,20.4,2.32,0,10,30
1694,2017,5,21,,1,7,3.42,23.47,1.32,0,6,14
1695,2017,5,21,,2,4,3.08,22.39,1.38,0,18,24
1696,2017,5,21,,11,3,3.68,23.12,1.28,0,20,30
1697,2017,5,26,,1,13,1.78,19.94,2.06,0,16,22
1698,2017,5,27,,16,2,1.64,20.2,2.31,0,9,8
1699,2017,5,27,,9,8,1.38,23.85,3.07,0,28,10
1700,2017,5,28,,14,4,1.33,21.75,3.39,0,24,16
1701,2017,6,2,,13,9,1.72,19.91,2.18,0,32,24
1702,2017,6,2,,7,11,1.15,29.91,5.24,0,40,12
1703,2017,6,3,,6,10,1.49,21.62,2.69,0,20,8
1704,2017,6,3,,4,8,1.7,20.03,2.2,0,18,16
1705,2017,6,3,,12,15,1.23,25.04,4.3,0,16,12
1706,2017,6,4,,2,3,2.26,19.87,1.67,0,0,38
1707,2017,6,4,,5,14,2.02,18.87,1.82,-1,21,20
1708,2017,6,8,,16,7,1.66,17.19,2.3,0,13,18
1709,2017,6,9,,8,1,1.24,24.74,4.09,0,24,18
1710,2017,6,9,,5,11,1.14,28.96,5.52,0,18,14
1711,2017,6,10,,13,6,2.06,19.81,1.8,0,6,32
1712,2017,6,10,,3,14,1.8,20.14,2.03,0,24,20
1713,2017,6,10,,10,9,1.82,18.53,2.01,0,12,34
1714,2017,6,11,,15,4,4.56,26.82,1.2,0,18,40
1715,2017,6,12,,2,12,2.91,20.97,1.42,0,16,2
1716,2017,6,16,,1,10,1.31,22.61,3.48,0,36,20
1717,2017,6,17,,16,15,1.3,22.95,3.53,0,24,22
1718,2017,6,17,,7,6,1.62,20.08,2.36,-1,23,22
1719,2017,6,18,,13,12,1.63,19.87,2.33,0,24,10
1720,2017,6,23,,15,10,2.15,20.53,1.72,0,14,26
1721,2017,6,23,,9,2,1.59,20.11,2.41,0,21,14
1722,2017,6,24,,4,7,1.28,23.24,3.72,-1,25,24
1723,2017,6,24,,14,8,1.48,20.54,2.71,0,20,30
1724,2017,6,24,,6,3,2.1,19.37,1.77,0,14,12
1725,2017,6,25,,16,5,1.66,19.65,2.27,0,18,35
1726,2017,6,25,,12,11,1.21,26.59,4.42,0,32,28
1727,2017,6,29,,13,2,1.41,21.84,2.95,-1,13,12
1728,2017,6,30,,8,7,2.36,20.53,1.61,0,12,42
1729,2017,6,30,,10,12,2,19.25,1.84,0,20,10
1730,2017,7,1,,14,6,1.48,19.3,2.69,0,18,31
1731,2017,7,1,,5,9,1.38,23.34,3.06,0,26,22
1732,2017,7,1,,4,16,1.75,19.98,2.11,0,12,44
1733,2017,7,2,,1,3,2.27,20.01,1.66,0,42,14
1734,2017,7,2,,11,15,1.61,18.53,2.36,0,12,33
1735,2017,7,7,,4,1,2.37,20.14,1.61,0,14,12
1736,2017,7,8,,7,13,2.4,20.89,1.59,0,6,22
1737,2017,7,8,,3,5,1.83,20.49,2,0,16,8
1738,2017,7,9,,2,11,1.4,22.92,2.96,0,20,18
1739,2017,7,14,,14,12,1.46,20.92,2.78,-1,18,14
1740,2017,7,14,,9,3,1.49,20,2.7,0,22,34
1741,2017,7,15,,10,16,2.23,19.64,1.68,0,30,10
1742,2017,7,15,,11,8,3.44,25.03,1.33,0,22,34
1743,2017,7,16,,1,6,2.45,20.23,1.57,0,10,23
1744,2017,7,16,,5,15,1.16,28.31,4.99,0,28,16
1745,2017,7,20,,8,2,1.3,22.26,3.56,0,42,12
1746,2017,7,21,,16,1,1.32,21.55,3.44,0,26,12
1747,2017,7,21,,4,11,1.18,26.79,4.9,0,28,4
1748,2017,7,22,,6,9,1.28,21.52,3.75,0,24,12
1749,2017,7,22,,14,7,2.82,21.39,1.45,0,14,20
1750,2017,7,22,,3,10,1.53,20.2,2.55,0,24,16
1751,2017,7,23,,15,13,3.43,22.28,1.32,0,16,17
1752,2017,7,23,,12,5,2.1,19.19,1.77,0,52,22
1753,2017,7,27,,3,2,1.46,19.46,2.8,0,16,8
1754,2017,7,28,,13,8,2.75,19.77,1.47,0,28,14
1755,2017,7,28,,9,16,2.35,19.39,1.62,0,12,26
1756,2017,7,29,,4,6,1.67,19.88,2.25,0,22,16
1757,2017,7,29,,1,14,1.9,18.69,1.95,0,18,32
1758,2017,7,29,,11,12,4.07,23.11,1.24,0,21,14
1759,2017,7,30,,10,15,1.36,23.49,3.13,0,4,26
1760,2017,7,30,,7,5,1.46,22,2.76,0,40,6
1761,2017,8,3,,2,13,2.77,19.47,1.47,0,4,20
1762,2017,8,4,,6,7,2.56,19.99,1.53,0,8,26
1763,2017,8,5,,16,14,1.61,19,2.38,0,12,30
1764,2017,8,5,,10,8,3.06,23.37,1.38,0,0,54
1765,2017,8,5,,11,9,1.92,18.47,1.91,0,26,10
1766,2017,8,6,,3,15,1.38,23.22,3.05,0,28,14
1767,2017,8,6,,5,4,2.03,18.42,1.82,0,36,18
1768,2017,8,6,,12,1,1.45,22.2,2.79,0,24,26
1769,2017,8,10,,1,2,1.6,20.44,2.38,0,28,14
1770,2017,8,11,,8,16,1.51,20.53,2.63,0,32,10
1771,2017,8,11,,13,11,1.19,28.19,4.72,0,10,29
1772,2017,8,12,,3,6,1.51,19.89,2.67,0,24,16
1773,2017,8,12,,7,4,1.36,20.69,3.24,0,16,13
1774,2017,8,12,,12,10,1.34,21.3,3.25,0,42,16
1769,2017,8,13,,15,5,2.92,22.47,1.42,0,30,26
1770,2017,8,13,,9,14,3.47,23.27,1.31,0,16,36
1771,2017,8,17,,13,10,1.17,27.5,5.09,0,30,8
1772,2017,8,18,,8,12,1.23,26.44,4.18,0,24,12
1773,2017,8,18,,1,9,1.36,23.43,3.17,0,36,18
1774,2017,8,19,,6,16,2.21,19.75,1.69,0,16,26
1775,2017,8,19,,4,15,1.18,27.85,4.89,0,22,18
1770,2017,8,19,,11,7,3.88,23.92,1.26,0,12,44
1771,2017,8,20,,2,5,4.34,25.37,1.22,0,30,16
1772,2017,8,20,,14,3,1.48,19.52,2.73,0,22,26
1773,2017,8,24,,8,13,1.26,23.51,3.95,0,34,52
1774,2017,8,25,,15,6,2.46,20.12,1.58,0,14,22
1775,2017,8,25,,14,11,1.14,28.43,5.65,0,46,28
1776,2017,8,26,,16,4,2.01,19.07,1.85,0,14,16
1771,2017,8,26,,7,1,1.13,30.45,5.92,0,64,6
1772,2017,8,26,,10,2,1.84,19.96,2,0,14,26
1773,2017,8,27,,3,12,1.51,20.68,2.6,0,14,16
1774,2017,8,27,,9,5,2.48,20.87,1.56,-1,21,22
1775,2017,8,31,,6,8,2.58,19.59,1.53,0,10,20
1776,2017,9,1,,13,1,1.1,28.62,6.95,0,22,16
1777,2017,9,2,,7,14,1.26,23.86,3.91,0,32,6
1772,2017,9,2,,5,3,1.68,20.34,2.25,0,28,12
1773,2017,9,2,,4,10,1.05,37.45,9.13,0,20,16
1774,2017,9,3,,15,9,1.32,22.67,3.45,0,28,16
1775,2017,9,3,,12,2,1.36,23.14,3.17,0,20,26
1776,2017,9,3,,11,16,3.24,24.55,1.35,0,18,26
1777,2017,9,8,,4,8,1.61,20.29,2.39,0,24,22
1778,2017,9,9,,5,3,1.58,19.71,2.46,0,10,22
1773,2017,9,9,,7,13,1.18,26.64,4.89,0,18,16
1774,2017,9,10,,16,6,1.35,22.44,3.27,-1,14,15
1775,2017,9,15,,8,3,1.42,20.06,2.97,0,13,6
1776,2017,9,16,,13,6,1.38,20.42,3.17,0,16,24
1777,2017,9,22,,7,8,1.28,23.62,3.83,0,30,0
1778,2017,9,23,,4,6,1.37,19.87,3.23,0,16,29
1779,2017,10,1,,7,6,1.28,21.36,3.89,0,34,6
1780,2018,3,8,,12,8,1.7,20.51,2.28,0,34,12
1781,2018,3,9,,11,5,1.67,20.76,2.31,-1,19,18
1782,2018,3,9,,6,16,1.93,19.95,1.95,0,20,14
1783,2018,3,10,,15,4,3.14,22.09,1.4,0,10,8
1784,2018,3,10,,1,9,1.47,21.03,2.85,0,20,32
1785,2018,3,11,,2,7,4,27.11,1.27,0,18,36
1786,2018,3,11,,3,13,2.31,20.72,1.67,0,24,14
1787,2018,3,11,,10,14,1.97,20.24,1.91,0,30,28
1788,2018,3,15,,16,12,1.96,20.33,1.93,0,16,20
1789,2018,3,16,,4,2,2.23,19.95,1.72,0,30,12
1790,2018,3,16,,8,6,1.33,23.44,3.45,0,24,20
1791,2018,3,17,,9,10,1.13,31.92,6.26,0,20,8
1792,2018,3,17,,3,1,1.39,24.14,3.12,0,18,14
1793,2018,3,17,,7,15,1.31,23.85,3.59,0,8,10
1794,2018,3,18,,5,13,1.61,21.55,2.45,0,54,0
1795,2018,3,18,,14,11,1.85,20.72,2.03,0,28,30
1796,2018,3,22,,7,6,1.62,20.16,2.42,0,30,14
1797,2018,3,22,,2,3,2.35,20.1,1.66,0,20,18
1798,2018,3,22,,15,8,2.31,20.69,1.68,0,7,9
1799,2018,3,22,,14,9,1.86,19.18,2.04,0,19,20
1800,2018,3,22,,1,5,2.29,21.25,1.68,0,34,6
1801,2018,3,22,,13,16,1.8,20.54,2.1,0,4,14
1802,2018,3,22,,10,12,1.35,23.62,3.39,0,8,54
1803,2018,3,22,,4,11,2.85,21.5,1.47,0,38,8
1804,2018,3,29,,6,3,1.26,23.87,4.1,0,14,33
1805,2018,3,30,,1,2,2.72,21.18,1.51,0,20,16
1806,2018,3,30,,16,7,1.72,20.11,2.23,0,14,4
1807,2018,3,31,,4,9,1.56,22.35,2.54,0,6,30
1808,2018,3,31,,5,14,1.26,24.77,4.1,0,32,16
1809,2018,4,1,,12,11,1.25,24.08,4.28,0,30,12
1810,2018,4,1,,8,10,1.31,22.64,3.59,0,14,26
1811,2018,4,2,,15,13,1.85,19,2.06,0,30,20
1812,2018,4,5,,14,2,1.8,20.52,2.11,0,26,10
1813,2018,4,6,,16,4,1.32,24.28,3.62,0,10,28
1814,2018,4,6,,12,1,2.15,19.84,1.77,0,16,12
1815,2018,4,7,,15,7,2.18,20.48,1.76,0,11,10
1816,2018,4,7,,9,6,1.83,20.39,2.06,0,22,12
1817,2018,4,7,,11,8,2.97,23.5,1.42,0,15,10
1818,2018,4,8,,10,5,2.55,20.79,1.56,0,32,20
1819,2018,4,8,,13,3,2.25,20.88,1.7,0,6,12
1820,2018,4,12,,4,1,1.38,24.16,3.2,0,14,26
1821,2018,4,13,,7,11,1.48,20.32,2.77,0,40,14
